,y_test,prediction
3810,121.8414,104.46472333173483
379,4274.436,3507.5716116587128
7273,412.796,-165.32052500426494
6787,4625.9784,4116.739480928025
2645,3006.087,2344.162754840394
1589,4950.8888,3521.452236558648
5198,529.311,2549.064593466911
3909,2184.4898,2205.7960917266932
8236,510.0028,2129.9094539556118
888,2620.5888,2586.68254338343
5175,981.3892,789.363473458968
1580,319.584,608.9401902720546
4109,2297.01,2451.2187112049105
4238,1018.674,545.8303890827591
140,1402.1748,2537.98125321109
6770,3942.8676,3042.293884149756
4098,1182.4608,3100.4472938581503
4394,937.4464,3428.7625200228404
543,1398.18,2187.086974183469
3412,1168.479,1008.9457905703754
3043,1569.9564,1376.7360062369569
6696,6474.2392,5319.5493732730965
6565,296.9468,471.29850945366366
2563,2127.8968,3416.1405485330524
4824,5683.2688,4112.97146683279
6335,2616.594,2868.9779664569014
6164,4866.998,2364.548161582299
6095,316.9208,577.5408250970088
4972,355.5372,1530.961814617878
3535,2994.7684,3350.754218787197
7490,607.2096,605.5357339086792
49,780.3176,1105.3019141985808
7475,1685.8056,2299.1189936720725
380,5375.0034,5182.3591827554765
7192,1267.0174,1614.5577041284457
4773,3131.9232,3235.1917106525334
4088,1629.8784,1379.822276224599
2849,6196.6006,3917.4211569003164
6750,3094.6384,3543.743790891109
2488,3142.576,3194.141424488692
3812,2972.1312,2611.037259586179
916,895.501,968.9077801924252
2539,5259.82,3393.0689650858467
541,231.6984,1376.201440075277
7275,2922.1962,2134.1499425553184
6192,922.7988,2638.82018912108
5373,3819.0288,2609.399933335926
1657,75.9012,372.02459743397
273,5829.7448,4174.66172041142
7086,392.822,1244.9635161642511
2337,61.2536,-947.9295278910552
2607,3542.056,3148.839937984737
3299,5396.9748,4182.142931025875
2631,1510.0344,4117.56494184194
3776,4349.0056,3191.635516608797
4153,225.7062,1754.45234660666
4557,2162.5184,1280.627602369259
5378,1065.28,3449.4276205324604
6000,7393.0432,5113.9865581948125
7564,802.9548,739.1550708086023
1035,2190.482,2564.9653187267913
8440,2960.1468,2335.8596148043307
6539,3281.0624,3838.899519686938
3434,3778.415,2603.5584439525283
5233,3751.783,1758.6856887741433
4061,428.7752,-161.28462226750116
44,373.5138,2110.131903214531
5022,120.5098,45.54659647094377
5085,2916.204,3957.203812289378
3007,3439.5228,2861.6147327162935
7336,1830.95,2441.5397967359895
2434,2006.7212,1509.6957694994449
2580,3629.2758,2606.9706150940838
4559,351.5424,878.7128457403312
5615,2375.5744,2377.5581463060635
7019,2466.789,2194.7567287152965
4574,2303.668,1911.6274854506496
4589,1543.3244,2173.8843602971865
7801,2432.8332,2758.984992681515
8255,2696.49,1719.6557046587795
7646,790.9704,716.3865666077595
6132,5438.9202,3814.777992140481
5663,1174.4712,1541.2747374880335
3637,1166.4816,957.2638697416926
2966,143.8128,511.6369870949686
6577,761.6752,1619.8460405845851
6261,4288.4178,5001.020845395616
4083,1216.4166,4365.550186597592
4415,5219.872,3096.9696342302495
2643,5976.2208,3601.6069947872993
1132,1901.5248,2480.0705445037784
5686,856.8846,1604.1269111446572
7491,3175.866,2989.898381282639
938,89.2172,-384.83259206271396
7453,509.337,998.4406603093985
6510,3251.1014,2765.074281145614
234,605.878,771.178792261771
722,1780.3492,2105.043818857279
187,778.986,2136.391461978747
3526,473.3838,1122.9475886420048
4699,6831.108,3731.2201311023855
2793,1837.608,1268.4754501428251
6198,3214.4824,3027.3696492913596
2650,2524.0478,2499.2475331520773
7761,1403.5064,1361.9010202017387
3112,886.8456,1673.5531302607098
635,5087.3778,4512.566538831244
7677,2045.3376,4042.101104317996
4413,3900.9222,2438.5029864971266
4937,3658.571,1630.9433712558864
5645,2077.296,2852.147046879989
1034,75.9012,-1175.4403408229596
3326,3478.805,2905.1692560507654
1103,5350.3688,2690.282140700938
6440,1113.2176,970.9880617984311
2578,2648.5524,2414.6369169238405
394,3259.7568,3053.166083177709
4994,2292.3494,3325.272936939561
787,129.1652,-823.3518304912916
2152,2348.9424,2097.481974741514
5105,1230.3984,1778.3616919727845
3379,727.0536,985.1047789623358
4800,488.6972,1931.5001615227268
5276,2055.3246,1638.1999069889391
6608,691.1004,1844.3745562838737
7114,3174.5344,3175.5472034112663
6423,569.259,2704.718004719911
5840,1446.1176,1748.724104398744
3766,5267.8096,3584.9281462262043
5575,885.514,1538.928478020714
3779,3563.3616,2176.3053651841983
5977,8474.3024,5091.150681513641
7052,3675.216,3622.636815832825
1082,1584.604,1817.2396164861939
7917,743.0328,1380.2960142065242
5836,3271.7412,3702.851893643501
3976,1592.5936,2501.3319589939483
1783,2364.9216,2399.5952779814506
1414,3420.8804,5239.101983072737
3724,5000.8238,4175.888464881407
5605,1607.907,3340.830764156124
2509,2960.1468,2334.7622885792807
2067,1518.024,2483.0442408117287
2774,1419.4856,1809.410102661513
6630,173.108,-444.8819039201817
1817,4410.2592,3025.381862332576
3805,2182.4924,3253.5766834956075
2081,392.822,1228.4040318923442
7551,3229.7958,3944.2777967768898
5173,2302.3364,2950.815172429373
3714,5299.768,4224.271467146596
692,4974.1918,4008.2368024092257
1235,3235.788,2664.222903919008
5770,2388.2246,2312.9256488281535
642,3246.4408,2374.7271008744074
7419,2444.8176,2372.529944331126
3315,2956.152,3118.5777102538605
3679,2695.1584,2119.4122515616737
38,388.1614,2102.396161713955
7813,109.1912,-1127.8084845343112
5155,354.2056,949.4068799511108
8405,124.5046,63.06668794600887
1180,2190.482,2445.6139537162708
1022,352.874,920.5843564757545
7538,1817.634,2540.856538038958
8284,197.0768,-206.71857311745362
7975,922.7988,1427.8961176675462
1332,1957.452,2312.9074182560016
5873,2422.1804,2317.5167008804165
2189,5243.8408,3793.0387096730356
1386,3691.1952,2791.8233277358895
147,1597.92,2610.236708596334
8244,3964.839,4186.844417001615
7158,5592.72,3357.780031696535
4520,2302.3364,1994.377385727881
3769,3567.3564,4471.851597866565
5470,1791.6678,948.2741065838844
7898,790.9704,2306.5373119691276
8441,777.6544,1641.8140605325666
4919,341.5554,1840.6919047382698
196,992.7078,837.570375713129
5367,2596.62,2499.531425934082
1456,351.5424,1435.930584400317
277,450.0808,1904.1500763999013
1830,1468.089,781.7935861664492
2172,697.7584,901.5618970472749
3266,5752.512,3450.5202946526642
1379,5816.4288,5299.405406710933
4844,102.5332,-158.13466244421966
6799,459.402,3728.995817181577
7782,2345.6134,2973.3378218088783
2843,2796.36,3849.965706853538
1283,1581.275,1136.5441774621465
3375,352.874,867.7452741251893
5739,2087.283,2721.604167580649
5937,312.926,510.91951314666903
3180,1524.0162,1571.2265639952582
7671,1078.596,838.2569214319766
8210,3435.528,3425.2925590936356
2417,3731.809,3196.536403825943
7299,3352.303,2835.4491397439624
958,1973.4312,2773.702746806831
6956,2125.2336,1616.7887701271798
3740,91.8804,-1044.0914109097073
3079,497.3526,928.3165098158494
5167,683.1108,1930.7802691977895
839,2857.6136,1720.573553447175
39,2180.495,2891.056794919422
7852,1342.2528,1599.4527952426522
4881,2792.3652,2507.30576642714
6258,2512.7292,2702.6003379508047
7427,884.1824,1601.5488407240584
3603,330.2368,762.656100834791
7648,1070.6064,1393.5813714199924
462,1787.673,1865.9345884491238
4065,1845.5976,2746.5303975265824
982,384.8324,1192.580672270343
6296,247.6776,132.98429685824726
641,6611.394,3221.181998328714
454,2683.174,1452.5035406581258
20,3775.086,3957.0920599636293
8401,1395.5168,1607.1635748424544
8283,1845.5976,1564.685996238509
3639,390.1588,1200.5804712436036
244,3225.1352,3607.7975034446154
2984,1257.0304,2503.4305824592384
6154,3874.956,3122.06128335874
3978,882.8508,955.9578377756169
4609,1049.9666,659.8960501848137
6039,1757.712,2601.2317337194445
882,300.9416,529.582350026911
3443,1150.5024,849.8578344552562
7632,41.9454,-1149.8299789261653
4967,3146.5708,2984.3739737868
3634,1601.249,2031.2282875026365
4060,5609.365,4951.69504952549
651,229.701,-1033.2090538003306
1852,874.8612,549.8948434961253
162,3315.684,3306.690832211456
7043,992.7078,2365.8428842416006
4240,1518.024,3066.2917234377546
6163,1957.452,2349.213127204396
5863,2387.5588,3147.486702883595
304,7696.648,3551.6356080037885
4853,2852.2872,2822.8694954598504
7311,1494.0552,1553.6609897443072
7398,1494.0552,1344.9446797574722
6866,647.8234,1618.1444089549584
6943,325.5762,1852.7425456050855
1085,5173.266,4149.5819386075
7496,2868.2664,3714.6771927423515
5165,2954.1546,2963.4013547414697
2457,5099.3622,3563.8035317268623
8008,2743.7618,3505.1276478726777
2813,113.186,-85.7463612180702
2214,2936.178,3144.271488379115
1168,2519.3872,1913.0166477561827
8070,868.869,1753.5818950878356
6148,2740.4328,3163.8903390484684
8253,2896.8958,2216.977236427412
6913,325.5762,1861.9085272924146
6340,3123.9336,2948.002273443736
8003,1342.2528,3093.7895374356867
1261,2681.8424,2320.501178317604
296,583.2408,947.3174653265394
229,3101.2964,4368.952672241881
2241,856.8846,1219.8552886655243
4407,587.2356,1645.4363564684336
221,1416.8224,1580.875076219805
6982,5073.396,4059.0697125815977
6688,5888.3352,4303.782919044236
1411,928.791,1076.7487102942748
2549,6381.693,2307.0000366856925
4123,4082.6856,2348.557539098073
5435,2127.231,2385.0068153508237
2076,2516.724,2022.9754000957332
7886,1857.582,1763.8689599243812
3840,1559.9694,2441.1646376503622
4068,1761.7068,1543.4114710466833
5972,549.285,1044.2687526201073
7176,2037.348,2716.2028357025
1091,2503.408,2559.2340041486705
7138,652.484,892.2579162234573
8141,452.744,617.0579138537795
2250,458.0704,1830.4026101222091
4977,2446.815,2614.819490357245
5518,2463.46,1398.2791335227028
6481,2716.464,2291.5765864052264
6605,1125.202,2180.596021887618
4328,5690.5926,2889.7217428507183
8153,1719.7614,3073.016864526896
6289,2247.075,2608.797584961274
2676,4134.618,2888.856280202007
4582,3495.45,3898.962544115716
5399,2802.3522,2002.4265311877466
8412,2203.798,3586.9919238485736
5599,429.441,309.54363978357264
4076,2450.144,2592.085893640644
6436,3506.7686,2476.5876690752984
3636,6338.416,3077.856171220197
841,178.4344,-446.0337109344482
3528,3872.9586,2908.580265091282
1547,829.5868,605.8584114171585
6724,1454.1072,2022.108176891943
6853,3098.6332,1899.1679515220737
8046,392.822,3181.1717039629275
1029,1198.44,1079.5066257197223
7766,1707.777,1940.3188021159335
6670,264.9884,2329.8484060697474
8148,3142.576,3114.770183339361
7355,80.5618,-631.2663444639999
4900,3439.5228,2674.0085978936886
6428,1808.9786,2687.1013591785404
5498,309.597,1463.076966162292
7533,2572.6512,3067.018580177042
7994,3593.3226,2758.766712015302
3910,1621.8888,3304.9607386322987
2568,659.142,676.1489542903573
2644,884.1824,986.389449679928
733,1807.647,1961.336560490553
4105,5522.811,5550.2979090496565
5694,1435.4648,2188.53646673615
6512,2841.6344,2112.4083096963504
6590,3691.1952,2451.8004925153955
5558,6624.71,4273.625456657399
1750,5956.9126,4163.812672400252
836,145.8102,-1041.160286403157
2528,6503.5344,3368.9162096644886
4831,858.882,2352.4433359544983
5006,1701.7848,2311.473016046617
7489,614.5334,753.6006357060467
2866,250.3408,56.56605429834735
7154,3835.008,3475.3384008344174
683,1488.063,1644.3429497676786
499,1298.31,2098.0716379571413
388,717.7324,2392.2386764423354
6101,2999.429,2849.315584752041
3311,1346.2476,3589.941494023814
6380,3755.112,3101.695360212034
8404,153.134,-735.0648977342046
119,1141.847,3330.4709264125186
158,1701.7848,2310.0422189671744
6968,755.0172,1376.495285053062
3986,4250.4672,1763.3264289026529
5962,1641.197,1684.671530048102
6693,1957.452,2203.152306440804
1044,6048.793,4220.770396839409
3964,2077.296,1791.712602541368
6059,3704.5112,3751.1611271832317
4301,3295.71,1679.5206592497038
7733,467.3916,329.5758604929433
7868,2542.0244,1862.3076045144612
6837,4165.2448,3864.174289490744
3975,892.8378,1624.6839942591653
6099,567.2616,370.8776961917606
7276,1537.998,1714.8435710639262
1422,852.224,1362.8291057946224
4561,2183.824,1805.8524186656723
6183,3509.4318,2688.6250276336104
1644,153.7998,585.4103009305145
2480,782.9808,1280.3289520265855
2877,3165.879,3381.6765879715067
2491,109.1912,-110.67992160280141
1831,1733.7432,2407.7292442466587
6464,2195.8084,2098.1387278771563
6141,4460.86,2976.8685495178606
7016,8062.838,5052.485580280801
1240,3415.554,3180.8153965398014
2542,1211.756,1531.6800587709774
4225,233.03,1885.4833834166268
6372,2846.295,2528.8765136586717
4220,1571.288,2626.0033457303234
4418,2530.7058,1955.7466162288888
7542,785.644,1368.8967928133538
7198,3981.484,2507.6637826854967
2041,633.8416,764.7024643964635
2223,188.4214,1179.3904286404606
3852,1073.2696,1323.3190352695915
1142,3747.1224,4297.112437312087
5139,988.0472,2069.1123615404663
7833,4482.1656,3467.9823238355893
6673,1006.6896,4129.01241301868
532,95.8752,-1026.808301633874
3222,852.224,1343.556442605485
3581,1006.6896,1876.2617323887398
6043,677.1186,3385.180009296835
7004,870.8664,2496.9981255601624
4013,4857.6768,3940.46625496497
422,3415.554,3697.1712197519346
7899,377.5086,540.4578385642308
1373,5426.27,3485.798669739189
22,1587.2672,3177.5039985872954
495,2336.958,2917.4342779309736
4781,2784.3756,2672.407198566825
4270,2360.9268,2290.80251578916
7680,419.454,1422.274304541794
1718,563.9326,914.833973285462
1683,990.7104,2717.3031460237808
6415,126.502,-837.3276560245101
6079,341.5554,726.6852839498492
3744,4334.358,2435.1403199774013
2388,1004.0264,3655.061370459219
6024,171.1106,817.5378707570414
6619,2316.984,2821.065710296105
8487,4111.315,4036.571561618721
144,905.488,991.5629030563125
3972,1895.5326,2388.733666236635
574,37.9506,-1305.831395156857
4018,3392.9168,2203.803175110347
6526,2145.2076,5252.664997847015
4873,4302.3996,5279.050129699302
5968,4996.829,4144.20361227574
3706,4452.8704,5149.414766685936
3648,3257.7594,2586.9850940627502
3239,3693.8584,3243.2874850374474
1066,2633.9048,1990.6430811342032
167,1743.0644,1817.2115465842714
5318,540.6296,737.1094741601801
1869,1518.024,1772.7615710655023
1666,512.666,585.7076452625708
8265,4026.7584,2476.3175650290714
526,283.6308,1968.9887374781213
2931,196.411,1161.0171730686168
1112,1544.656,2682.5698274950573
8004,2446.1492,3638.6971093181746
4872,2940.1728,3035.3689813899564
6711,3563.3616,2381.3638631140975
2632,1629.8784,1817.0391464133
987,5061.4116,3708.0835093707165
6561,1030.6584,2910.6392865229745
1122,1125.202,1550.9306874985123
989,5518.1504,4250.324914582022
776,857.5504,1752.9919354429421
274,2082.6224,1543.2267295821248
7376,2399.5432,2341.014913176832
8368,1800.3232,1894.4864877294485
33,2174.5028,1563.9360659831473
5379,926.7936,652.4785849971553
5253,5645.984,2501.6001890422476
1478,4211.185,4176.093601115748
6376,2651.2156,1981.9757651153525
2328,1120.5414,1273.1331164147482
8327,3012.0792,2776.8802890521056
8101,2189.1504,2966.03052119541
8192,2908.2144,1890.7208281949818
3664,1318.284,1469.094399563627
3849,1525.3478,968.8671266168097
2270,695.0952,1950.0391027380442
6757,2807.0128,2757.5416659892944
1656,3455.502,1997.958104482064
4364,1411.496,2881.725438665747
152,2768.3964,2852.2775481089093
4902,2290.352,2229.2116715502116
8193,2656.542,2098.1149706002675
7588,1845.5976,1758.3570070433275
7484,671.1264,3641.239962527282
487,75.2354,-814.2685376069624
5476,193.7478,-832.2223547744759
2420,998.7,3920.9141547273457
2894,1384.1982,3233.631596871157
3583,5660.6316,3167.845909318038
1070,952.7598,690.4873134791314
134,952.094,2787.8906349931967
7575,641.8312,3969.132773187588
1454,107.8596,-1011.974206989584
5871,129.831,154.49927147022436
5864,1201.769,1151.1656746014987
4512,383.5008,790.8569140875381
3053,34.6216,-1341.5307581585087
7286,1102.5648,937.1926365430617
5397,61.9194,-863.355415910145
6970,1416.8224,1225.8036046834736
2560,1609.9044,2009.5271940124162
2026,3425.541,3674.9503989094837
6578,1418.154,1666.8326133867113
3069,1736.4064,3449.59821428342
318,3877.6192,2359.170161305604
4189,3238.4512,2804.9173277242153
5306,1054.6272,1446.152210520716
3391,2376.906,1947.0052165610634
1121,593.2278,1188.866831871866
6576,1034.6532,780.0857788773949
2899,2709.1402,3271.918884259564
7082,2801.6864,2880.6822853966705
5268,1323.6104,3126.652891132053
4323,978.726,845.8320685808213
6096,1747.725,2030.8400053216367
1643,1198.44,2490.0579584144425
6614,406.138,875.6824927267785
2134,490.0288,1955.091727471641
1382,639.168,708.8620909157622
5061,402.809,1317.2758813868054
6124,1062.6168,1546.3910939505604
5455,982.7208,2000.0517193119852
4425,998.7,1651.9363118801089
4355,4327.7,3550.5332700021154
509,95.8752,-414.75300995913585
3671,2036.6822,1798.6905460287744
6900,4314.384,2951.393780662187
3286,8138.7392,5416.815919455712
7951,4218.5088,4156.719226188562
7245,517.3266,1000.2398936806073
2453,1325.6078,1963.5806572152821
6906,6454.931,4336.231831558031
971,615.1992,955.1753116371517
313,1677.816,2538.663497381406
7871,1677.816,2246.900733991839
3202,539.298,662.4034652392277
5759,784.9782,2108.8934336165257
5583,3520.0846,3439.1326423442424
4858,1607.2412,1518.879735879479
7248,1289.6546,1729.8837950200664
7802,1444.1202,2608.342027539107
8220,2621.9204,2033.6685144918856
558,2876.256,3069.304687208106
4904,4673.916,2548.2399301360983
276,7452.9652,4045.9604112807274
1540,716.4008,964.7760804033003
7511,3111.9492,2710.990650965021
3474,755.0172,75.03501762903943
4139,394.1536,564.9878909546861
1984,4086.0146,4038.791518124267
2285,3202.498,2011.6991236943388
2615,7201.2928,5049.194924275868
3891,1358.232,1552.2104496736285
7784,2681.8424,2291.059933221083
6444,3844.995,3827.40705433318
6308,691.1004,1746.2560674053668
1942,3105.957,3444.8140008547743
2569,4402.2696,2565.9851573979267
1977,2713.135,3267.398441402659
1220,2884.2456,2450.569709607017
5601,3113.2808,3563.730275644916
8499,2976.126,1692.6048375422702
3182,1142.5128,1345.3119983198994
2381,4374.306,3983.862633445354
2585,4225.1668,3158.912858451822
6390,4434.228,3547.247998097775
4887,1749.7224,1993.16372806092
8066,4171.9028,2677.645122265144
286,296.9468,493.62828906877826
994,2982.784,2433.275076484635
2586,139.818,-1205.4263681157493
4753,3793.7284,2650.1124448838837
1952,554.6114,1420.3810907341642
7984,1245.046,1850.0265432922558
7356,974.0654,1484.1451890236565
5904,517.9924,4115.036236144668
72,4604.6728,2808.556446205478
519,5344.3766,5080.4599105293455
5081,1342.2528,1583.1892192526984
4978,1784.344,2805.145905681259
7150,4407.596,3501.7869872196516
548,2094.6068,1629.3046926285206
2888,2167.179,1781.9536421753771
7428,1845.5976,1648.4509872022606
1892,1583.9382,2061.7686900816616
8007,262.3252,2346.7405183116625
6702,1179.1318,861.5398930053586
5356,1158.492,3110.7644767995926
1955,1514.695,1677.6884770236368
5362,1006.6896,1878.6739545468747
7667,2253.0672,2040.6744590798385
2190,934.7832,622.0936892683918
5564,751.0224,1064.9239396463158
3711,1619.2256,1645.443484579902
1675,2007.387,2210.470180598476
6257,1342.2528,2239.5534600192823
842,1470.0864,957.0856192279393
247,974.7312,2739.6511240562886
8025,207.7296,-1062.7569237188875
8516,858.882,658.5243612199923
4110,2621.9204,1660.9954621139439
3573,1518.024,2487.7323541317546
2217,2428.8384,2490.9834434748254
7779,1258.362,1438.802509937502
4339,1114.5492,2075.86707464366
5553,2456.802,3905.840128853508
6285,2902.888,2437.3590623203854
5335,339.558,718.4800069175094
3993,529.9768,2101.399055322371
3485,666.4658,905.4010526605853
3996,110.5228,-214.95149329213177
2565,3844.995,3027.769785736178
4999,2324.9736,3855.5205526770533
6934,2616.594,4207.9388134901155
4770,253.004,104.7161488857962
3083,7534.1928,2946.229506231344
725,918.804,2209.5386275242063
2682,3531.4032,2401.609667685264
7922,801.6232,2459.533269691994
1741,614.5334,954.3179530569643
6721,1573.9512,2286.6175747802763
6897,3261.7542,2369.0829375441263
779,597.2226,854.508273569136
50,3134.5864,2336.9070292149827
4696,2534.0348,3662.75394542915
7639,123.173,30.60821005997832
7978,3350.3056,3062.570603949348
406,5770.4886,3440.4336109711767
4234,3379.6008,3158.5184359869017
5514,3880.2824,2033.7110570461357
4034,107.8596,-114.0194945517162
6652,715.0692,1917.9956976968613
2655,2066.6432,2108.16165240823
2141,5294.4416,4476.368495108951
6291,441.4254,2002.0844709524674
6519,2504.7396,2171.739225810173
2617,1522.0188,2397.6769935806824
6784,610.5386,1552.3415593889263
3465,1518.024,2991.0936531229463
156,262.3252,1943.271795792404
8502,3020.0688,3464.362733089245
2795,308.9312,660.8467799850334
6627,343.5528,753.8436564095507
6518,2259.0594,4002.3572896557444
578,4655.2736,3902.0604193242616
4302,3338.987,3163.4770028498933
8096,1163.8184,1145.187387920687
2948,3868.9638,3090.120195767413
4004,4327.7,4206.0786798739955
2872,796.9626,689.9540606882069
2653,4195.8716,2884.2933838623803
8111,363.5268,1114.09138143666
1308,343.5528,1935.3641472264717
317,452.744,1750.3915075358848
5587,1231.73,794.6286258946811
5817,596.5568,607.6277201405844
7573,3435.528,2363.327882525119
2958,3350.3056,3184.5852728393
1812,1597.92,1718.308849493195
7785,3146.5708,3024.982666211906
2531,2087.9488,2428.674647028509
4627,4727.18,3136.6739119216045
7289,1651.184,1837.7501742380766
4957,298.2784,-767.3275294618893
6418,185.0924,-465.1852637335519
188,2336.958,2930.752621302706
2004,4777.7808,3318.833773979529
4235,494.0236,609.6333096181022
5129,3427.5384,2616.1846576004455
217,260.9936,2215.7045996526904
2405,2109.2544,1885.31689957795
5168,282.2992,619.0027153039273
3753,3998.7948,3378.734353929195
1978,447.4176,986.8957262394232
4226,476.047,1534.2982521705317
5992,3243.7776,3891.8419526022535
6005,1693.7952,1840.806731242306
2767,185.7582,1350.863525124412
2760,2588.6304,2284.4432118276136
4160,1938.8096,2346.7627355083278
4338,5704.5744,4168.272872787917
1334,4098.6648,1820.292851309653
1597,1893.5352,2608.457029896481
7482,3467.4864,1542.988148673667
8335,708.4112,952.0922093697997
1833,1985.4156,2265.617746677668
7970,2157.192,2851.7090841721865
1514,3368.948,3779.303765109632
2887,6359.7216,3952.3059902536106
2423,1225.072,1109.0639598084895
6035,88.5514,-494.7721020915926
7301,3728.48,3097.331402586002
1063,568.5932,381.6452845782047
4912,4853.682,2959.267571569889
1172,2251.7356,1955.862159637534
8105,1155.8288,1459.6468940276463
2929,4604.6728,3935.479834549581
7323,1188.453,3837.772942784466
1972,1120.5414,1141.8778762388204
1768,1398.18,1682.3903885128148
122,186.424,-332.35610156889425
4488,1406.1696,1425.5156111041397
1529,3749.7856,2899.4906382288
1621,3755.112,3090.389473486144
7278,326.242,650.792254654091
4942,2221.1088,3075.116588286516
1928,1897.53,2001.271917742417
2890,2846.295,2829.6038444380456
1087,1522.0188,4030.365382359767
5036,4094.67,2643.802728941224
8437,2596.62,1791.0889164667876
6129,1693.7952,2055.9370980759954
294,5499.508,4602.548654983814
7132,2449.4782,3076.4028325686622
6197,2526.711,3339.6481091240803
7870,1480.0734,2679.3664173460265
5439,1581.9408,1170.4583846575815
8438,3034.0506,2324.5924565518026
1642,211.7244,-82.91294981730061
1234,872.198,1442.8697221131658
1185,822.263,667.62223008246
3046,295.6152,395.32959947529594
384,3523.4136,2187.063707992036
3756,5552.1062,2586.2492046193756
7476,1494.0552,1414.715403283911
2663,102.5332,-275.88017894530503
4982,3367.6164,3006.3370994624765
4987,455.4072,559.7814802249716
684,5159.2842,3059.6467686760034
8022,5812.434,3030.3406052768187
4085,2120.573,2633.2534097475245
7110,2644.5576,3588.5717921881615
1533,1943.4702,1503.1960282884834
451,1816.3024,1428.640875325781
4237,1404.1722,1342.5348434157986
2640,1288.9888,2561.5396565971496
1376,1151.1682,2682.894394435367
1914,515.3292,-475.53945265929724
5866,6636.6944,3733.4743956454513
2980,3101.2964,2849.70768951412
1490,486.034,1920.3166094205926
4629,447.4176,2113.537029992549
5777,335.5632,882.488110388228
4030,1318.284,1856.5849602054307
1811,468.7232,995.4822214916279
2038,1470.0864,3001.6517523919747
6159,697.0926,1719.5304834602432
5313,750.3566,1823.8939971173886
6134,8217.3036,5373.410865191228
1536,2320.9788,2590.5542653750726
2604,3956.8494,3145.8164384032925
5598,1882.2166,2786.9565231304114
396,3707.1744,3733.237715382701
8376,3717.8272,3758.3908536455256
6157,583.2408,1531.6137461464602
14,1977.426,3118.0742697589085
5546,1980.755,3365.7525075194917
1900,4566.0564,3973.9361572819025
2475,361.5294,21.33634972837376
7343,8209.314,4415.200422647938
6939,886.8456,1243.204163959169
7658,826.2578,2249.1768923639747
4092,647.1576,2345.114671235013
4857,722.393,1417.2254790228765
5603,169.779,855.4270320095311
4178,653.1498,3474.022055033819
7160,1318.284,1338.2116162401435
8407,575.2512,2356.716928509959
6752,882.8508,2433.7348999262613
4716,3182.524,2651.360605998112
90,369.519,113.97736180055767
5421,2149.2024,2927.5964324582437
5326,3950.1914,3755.5249050719676
5632,2852.2872,2644.2136574453534
5354,272.978,-1029.1263741610155
8167,1857.582,2051.972806091124
3126,2090.612,3152.240061537639
6020,1218.414,975.2316194852636
3050,3761.77,2461.046203957747
3490,1687.1372,3846.3768383167762
6669,1670.4922,2063.914169548508
4948,1981.4208,3957.4613997739325
6047,1488.063,1491.7355179276162
15,1547.3192,1053.2067478811082
1315,1413.4934,1854.8466857313167
8484,2324.9736,2063.4294938759385
2693,3408.896,4184.410065995934
5183,2458.1336,2784.6680194249548
6413,447.4176,1208.509376636142
5296,3159.8868,3874.973432266618
5248,3709.8376,4259.893112681349
