,y_test,prediction
2877,3165.879,3400.0
2491,109.1912,-136.0
1831,1733.7432,2408.0
6464,2195.8084,2088.0
6141,4460.86,2968.0
7016,8062.838,5024.0
1240,3415.554,3152.0
2542,1211.756,1552.0
4225,233.03,1832.0
6372,2846.295,2536.0
4220,1571.288,2640.0
4418,2530.7058,1968.0
7542,785.644,1368.0
7198,3981.484,2496.0
2041,633.8416,784.0
2223,188.4214,1152.0
3852,1073.2696,1344.0
1142,3747.1224,4288.0
5139,988.0472,2032.0
7833,4482.1656,3440.0
6673,1006.6896,4112.0
532,95.8752,-1056.0
3222,852.224,1360.0
3581,1006.6896,1880.0
6043,677.1186,3400.0
7004,870.8664,2496.0
4013,4857.6768,3912.0
422,3415.554,3728.0
7899,377.5086,552.0
1373,5426.27,3512.0
22,1587.2672,3168.0
495,2336.958,2944.0
4781,2784.3756,2664.0
4270,2360.9268,2280.0
7680,419.454,1416.0
1718,563.9326,936.0
1683,990.7104,2720.0
6415,126.502,-848.0
6079,341.5554,736.0
3744,4334.358,2440.0
2388,1004.0264,3672.0
6024,171.1106,800.0
6619,2316.984,2856.0
8487,4111.315,4032.0
144,905.488,1000.0
3972,1895.5326,2432.0
574,37.9506,-1352.0
4018,3392.9168,2216.0
6526,2145.2076,5240.0
4873,4302.3996,5264.0
5968,4996.829,4168.0
3706,4452.8704,5072.0
3648,3257.7594,2584.0
3239,3693.8584,3232.0
1066,2633.9048,1992.0
167,1743.0644,1832.0
5318,540.6296,728.0
1869,1518.024,1760.0
1666,512.666,616.0
8265,4026.7584,2480.0
526,283.6308,1984.0
2931,196.411,1168.0
1112,1544.656,2656.0
8004,2446.1492,3648.0
4872,2940.1728,3040.0
6711,3563.3616,2392.0
2632,1629.8784,1832.0
987,5061.4116,3696.0
6561,1030.6584,2904.0
1122,1125.202,1576.0
989,5518.1504,4224.0
776,857.5504,1768.0
274,2082.6224,1560.0
7376,2399.5432,2344.0
8368,1800.3232,1872.0
33,2174.5028,1568.0
5379,926.7936,680.0
5253,5645.984,2528.0
1478,4211.185,4160.0
6376,2651.2156,2008.0
2328,1120.5414,1264.0
8327,3012.0792,2744.0
8101,2189.1504,2976.0
8192,2908.2144,1904.0
3664,1318.284,1464.0
3849,1525.3478,968.0
2270,695.0952,1952.0
6757,2807.0128,2752.0
1656,3455.502,2000.0
4364,1411.496,2904.0
152,2768.3964,2888.0
4902,2290.352,2208.0
8193,2656.542,2120.0
7588,1845.5976,1760.0
7484,671.1264,3672.0
487,75.2354,-816.0
5476,193.7478,-832.0
2420,998.7,3920.0
2894,1384.1982,3256.0
3583,5660.6316,3192.0
1070,952.7598,688.0
134,952.094,2800.0
7575,641.8312,3936.0
1454,107.8596,-1008.0
5871,129.831,168.0
5864,1201.769,1152.0
4512,383.5008,808.0
3053,34.6216,-1336.0
7286,1102.5648,936.0
5397,61.9194,-848.0
6970,1416.8224,1264.0
2560,1609.9044,1968.0
2026,3425.541,3688.0
6578,1418.154,1656.0
3069,1736.4064,3488.0
318,3877.6192,2368.0
4189,3238.4512,2832.0
5306,1054.6272,1440.0
3391,2376.906,1976.0
1121,593.2278,1184.0
6576,1034.6532,752.0
2899,2709.1402,3272.0
7082,2801.6864,2888.0
5268,1323.6104,3080.0
4323,978.726,864.0
6096,1747.725,2024.0
1643,1198.44,2496.0
6614,406.138,864.0
2134,490.0288,1984.0
1382,639.168,704.0
5061,402.809,1312.0
6124,1062.6168,1552.0
5455,982.7208,1984.0
4425,998.7,1664.0
4355,4327.7,3552.0
509,95.8752,-384.0
3671,2036.6822,1744.0
6900,4314.384,2904.0
3286,8138.7392,5392.0
7951,4218.5088,4152.0
7245,517.3266,984.0
2453,1325.6078,1968.0
6906,6454.931,4328.0
971,615.1992,952.0
313,1677.816,2512.0
7871,1677.816,2208.0
3202,539.298,672.0
5759,784.9782,2088.0
5583,3520.0846,3456.0
4858,1607.2412,1552.0
7248,1289.6546,1728.0
7802,1444.1202,2616.0
8220,2621.9204,2056.0
558,2876.256,3064.0
4904,4673.916,2568.0
276,7452.9652,4056.0
1540,716.4008,984.0
7511,3111.9492,2712.0
3474,755.0172,72.0
4139,394.1536,592.0
1984,4086.0146,4032.0
2285,3202.498,2008.0
2615,7201.2928,5024.0
3891,1358.232,1568.0
7784,2681.8424,2280.0
6444,3844.995,3856.0
6308,691.1004,1776.0
1942,3105.957,3448.0
2569,4402.2696,2568.0
1977,2713.135,3232.0
1220,2884.2456,2472.0
5601,3113.2808,3584.0
8499,2976.126,1688.0
3182,1142.5128,1344.0
2381,4374.306,3992.0
2585,4225.1668,3144.0
6390,4434.228,3576.0
4887,1749.7224,2032.0
8066,4171.9028,2704.0
286,296.9468,480.0
994,2982.784,2392.0
2586,139.818,-1192.0
4753,3793.7284,2656.0
1952,554.6114,1424.0
7984,1245.046,1872.0
7356,974.0654,1488.0
5904,517.9924,4128.0
72,4604.6728,2800.0
519,5344.3766,5056.0
5081,1342.2528,1576.0
4978,1784.344,2816.0
7150,4407.596,3520.0
548,2094.6068,1632.0
2888,2167.179,1784.0
7428,1845.5976,1656.0
1892,1583.9382,2080.0
8007,262.3252,2320.0
6702,1179.1318,880.0
5356,1158.492,3120.0
1955,1514.695,1696.0
5362,1006.6896,1872.0
7667,2253.0672,2040.0
2190,934.7832,632.0
5564,751.0224,1056.0
3711,1619.2256,1656.0
1675,2007.387,2176.0
6257,1342.2528,2208.0
842,1470.0864,968.0
247,974.7312,2744.0
8025,207.7296,-1064.0
8516,858.882,656.0
4110,2621.9204,1688.0
3573,1518.024,2496.0
2217,2428.8384,2512.0
7779,1258.362,1456.0
4339,1114.5492,2096.0
5553,2456.802,3920.0
6285,2902.888,2448.0
5335,339.558,728.0
3993,529.9768,2112.0
3485,666.4658,896.0
3996,110.5228,-240.0
2565,3844.995,3032.0
4999,2324.9736,3888.0
6934,2616.594,4240.0
4770,253.004,80.0
3083,7534.1928,2944.0
725,918.804,2176.0
2682,3531.4032,2416.0
7922,801.6232,2440.0
1741,614.5334,944.0
6721,1573.9512,2280.0
6897,3261.7542,2392.0
779,597.2226,856.0
50,3134.5864,2352.0
4696,2534.0348,3664.0
7639,123.173,8.0
7978,3350.3056,3088.0
406,5770.4886,3464.0
4234,3379.6008,3152.0
5514,3880.2824,2048.0
4034,107.8596,-184.0
6652,715.0692,1912.0
2655,2066.6432,2120.0
2141,5294.4416,4456.0
6291,441.4254,1968.0
6519,2504.7396,2192.0
2617,1522.0188,2408.0
6784,610.5386,1544.0
3465,1518.024,3032.0
156,262.3252,1952.0
8502,3020.0688,3464.0
2795,308.9312,640.0
6627,343.5528,736.0
6518,2259.0594,4016.0
578,4655.2736,3912.0
4302,3338.987,3160.0
8096,1163.8184,1144.0
2948,3868.9638,3072.0
4004,4327.7,4184.0
2872,796.9626,696.0
2653,4195.8716,2880.0
8111,363.5268,1056.0
1308,343.5528,1960.0
317,452.744,1744.0
5587,1231.73,832.0
5817,596.5568,640.0
7573,3435.528,2376.0
2958,3350.3056,3208.0
1812,1597.92,1728.0
7785,3146.5708,3024.0
2531,2087.9488,2424.0
4627,4727.18,3168.0
7289,1651.184,1832.0
4957,298.2784,-768.0
6418,185.0924,-464.0
188,2336.958,2952.0
2004,4777.7808,3320.0
4235,494.0236,600.0
5129,3427.5384,2616.0
217,260.9936,2216.0
2405,2109.2544,1896.0
5168,282.2992,632.0
3753,3998.7948,3352.0
1978,447.4176,1000.0
4226,476.047,1544.0
5992,3243.7776,3856.0
6005,1693.7952,1848.0
2767,185.7582,1336.0
2760,2588.6304,2280.0
4160,1938.8096,2376.0
4338,5704.5744,4144.0
1334,4098.6648,1832.0
1597,1893.5352,2576.0
7482,3467.4864,1560.0
8335,708.4112,928.0
1833,1985.4156,2256.0
7970,2157.192,2832.0
1514,3368.948,3752.0
2887,6359.7216,3968.0
2423,1225.072,1120.0
6035,88.5514,-496.0
7301,3728.48,3088.0
1063,568.5932,392.0
4912,4853.682,2976.0
1172,2251.7356,1968.0
8105,1155.8288,1472.0
2929,4604.6728,3928.0
7323,1188.453,3848.0
1972,1120.5414,1136.0
1768,1398.18,1680.0
122,186.424,-352.0
4488,1406.1696,1424.0
1529,3749.7856,2904.0
1621,3755.112,3096.0
7278,326.242,664.0
4942,2221.1088,3080.0
1928,1897.53,2008.0
2890,2846.295,2848.0
1087,1522.0188,4032.0
5036,4094.67,2640.0
8437,2596.62,1784.0
6129,1693.7952,2024.0
294,5499.508,4568.0
7132,2449.4782,3080.0
6197,2526.711,3360.0
7870,1480.0734,2688.0
5439,1581.9408,1168.0
8438,3034.0506,2320.0
1642,211.7244,-96.0
1234,872.198,1464.0
1185,822.263,696.0
3046,295.6152,416.0
384,3523.4136,2208.0
3756,5552.1062,2608.0
7476,1494.0552,1432.0
2663,102.5332,-256.0
4982,3367.6164,3008.0
4987,455.4072,528.0
684,5159.2842,3080.0
8022,5812.434,3048.0
4085,2120.573,2672.0
7110,2644.5576,3608.0
1533,1943.4702,1496.0
451,1816.3024,1456.0
4237,1404.1722,1336.0
2640,1288.9888,2592.0
1376,1151.1682,2672.0
1914,515.3292,-464.0
5866,6636.6944,3736.0
2980,3101.2964,2840.0
1490,486.034,1936.0
4629,447.4176,2128.0
5777,335.5632,896.0
4030,1318.284,1880.0
1811,468.7232,1008.0
2038,1470.0864,2984.0
6159,697.0926,1696.0
5313,750.3566,1832.0
6134,8217.3036,5352.0
1536,2320.9788,2592.0
2604,3956.8494,3144.0
5598,1882.2166,2800.0
396,3707.1744,3760.0
8376,3717.8272,3752.0
6157,583.2408,1552.0
14,1977.426,3128.0
5546,1980.755,3336.0
1900,4566.0564,3984.0
2475,361.5294,48.0
7343,8209.314,4352.0
6939,886.8456,1256.0
7658,826.2578,2216.0
4092,647.1576,2368.0
4857,722.393,1440.0
5603,169.779,840.0
4178,653.1498,3488.0
7160,1318.284,1336.0
8407,575.2512,2352.0
6752,882.8508,2456.0
4716,3182.524,2656.0
90,369.519,96.0
5421,2149.2024,2920.0
5326,3950.1914,3760.0
5632,2852.2872,2632.0
5354,272.978,-1032.0
8167,1857.582,2016.0
3126,2090.612,3136.0
6020,1218.414,1008.0
3050,3761.77,2464.0
3490,1687.1372,3824.0
6669,1670.4922,2064.0
4948,1981.4208,3952.0
6047,1488.063,1488.0
15,1547.3192,1024.0
1315,1413.4934,1880.0
8484,2324.9736,2088.0
2693,3408.896,4168.0
5183,2458.1336,2816.0
6413,447.4176,1208.0
5296,3159.8868,3840.0
5248,3709.8376,4272.0
6271,3463.4916,3032.0
1357,2428.8384,1712.0
2429,2797.6916,4048.0
7349,485.3682,992.0
2364,4793.76,2664.0
4502,158.4604,848.0
4542,3835.008,1984.0
3493,535.969,1464.0
5095,331.5684,-56.0
5178,1539.9954,2416.0
794,505.3422,888.0
6618,1677.816,2976.0
1633,3861.64,3168.0
2804,2316.984,3112.0
3413,1717.764,2336.0
8184,4731.1748,3952.0
5451,1134.5232,1600.0
8271,2548.0166,2424.0
2613,211.7244,-248.0
4891,6608.065,4152.0
2351,1761.7068,2136.0
7313,3068.0064,2472.0
1722,1197.7742,2448.0
6046,848.895,1048.0
2178,1607.2412,1456.0
8430,4042.7376,2856.0
7010,5591.3884,2416.0
5900,3994.8,2664.0
6070,1334.2632,1768.0
2812,617.8624,1224.0
1865,2328.9684,3152.0
6679,4979.5182,4408.0
2933,3119.9388,3696.0
1651,109.857,-1264.0
356,3163.8816,2256.0
7330,2285.0256,1608.0
4523,3374.2744,3352.0
3025,284.9624,368.0
6317,4466.1864,2736.0
2412,4845.0266,4072.0
4216,1747.0592,3592.0
3243,777.6544,952.0
5134,1470.0864,1392.0
7055,4103.9912,2784.0
6473,353.5398,768.0
1705,6524.84,3728.0
6727,1211.756,2032.0
4193,2716.464,3216.0
6951,1470.0864,896.0
6354,307.5996,488.0
5740,5321.0736,3144.0
7442,343.5528,736.0
5927,1488.063,1656.0
5366,111.1886,-104.0
3160,2175.1686,2736.0
6551,2609.936,3016.0
42,2527.3768,3120.0
4616,3323.0078,2064.0
3374,3739.1328,2560.0
2162,1312.9576,984.0
2396,3073.9986,2664.0
3042,2137.218,3472.0
2892,1576.6144,1656.0
5057,114.5176,-1048.0
8077,1696.4584,2168.0
3609,209.727,856.0
5415,3629.9416,1736.0
369,1230.3984,1896.0
5079,669.129,768.0
5478,3124.5994,2664.0
2260,2070.638,3384.0
6109,1655.1788,1312.0
3000,2145.2076,3824.0
6292,1457.4362,2232.0
844,6515.5188,3992.0
7171,3728.48,4448.0
6759,1366.2216,1904.0
6699,753.6856,1152.0
2519,982.055,696.0
6502,568.5932,800.0
8388,2155.1946,2624.0
5673,3243.7776,3728.0
1788,145.1444,480.0
7584,4567.388,3680.0
3093,5681.2714,3992.0
4498,5229.1932,3792.0
4059,1097.9042,1096.0
3433,427.4436,2296.0
633,437.4306,456.0
4734,2302.3364,4048.0
3488,420.7856,-192.0
629,1640.5312,1752.0
125,868.869,1608.0
5969,6897.688,2944.0
719,145.8102,928.0
200,745.696,1736.0
2755,3275.736,1824.0
8308,3193.8426,3584.0
6162,645.826,104.0
5193,5394.9774,3752.0
8319,4210.5192,3856.0
8048,1098.57,608.0
1595,1288.9888,1376.0
1997,306.268,1288.0
4017,539.298,1176.0
521,314.2576,464.0
2551,1120.5414,1656.0
1654,5522.811,4136.0
8087,6199.9296,4144.0
5554,1347.5792,2112.0
7618,974.7312,792.0
7628,2163.85,3440.0
5723,458.0704,1016.0
3564,1667.1632,3336.0
1437,6018.1662,4112.0
4823,2376.906,2856.0
1733,814.9392,1712.0
8506,3944.865,3856.0
3790,2109.2544,2928.0
7581,167.7816,-576.0
1284,3014.7424,3120.0
5758,2519.3872,1888.0
1259,169.1132,848.0
6651,1973.4312,1824.0
737,1470.0864,2032.0
7467,850.8924,2000.0
2590,842.237,352.0
7687,2069.3064,1696.0
1278,1917.504,2640.0
2658,3672.5528,2224.0
6288,958.752,1776.0
704,2756.412,2576.0
8262,3271.7412,2120.0
8176,809.6128,1704.0
3207,2606.607,1488.0
295,925.462,1640.0
6395,2871.5954,2456.0
2747,261.6594,1544.0
3896,622.523,32.0
2921,2093.2752,2848.0
4096,1263.0226,2960.0
6889,952.094,1704.0
4097,1445.4518,1872.0
572,2770.3938,2464.0
3121,3415.554,2928.0
4848,3146.5708,3056.0
5422,4604.6728,2768.0
3874,2450.144,2080.0
6859,3163.8816,4608.0
6174,922.7988,728.0
837,5063.409,3200.0
7943,934.7832,1912.0
1829,122.5072,56.0
1255,1541.9928,3832.0
3570,1298.31,2184.0
224,2406.867,2544.0
5716,2324.9736,3136.0
7279,2501.4106,3120.0
1845,189.0872,-496.0
8470,1551.314,2560.0
660,113.8518,736.0
4157,2141.2128,2968.0
713,1267.6832,2832.0
4252,774.9912,3128.0
4886,1018.674,1888.0
2070,181.0976,1544.0
3925,2936.178,2272.0
8304,1917.504,2680.0
3510,348.8792,856.0
444,3401.5722,3872.0
7678,2876.256,1736.0
914,2311.6576,2328.0
3552,5195.2374,4464.0
2407,71.9064,-1184.0
3234,7503.566,3856.0
3030,651.8182,1072.0
2359,897.4984,3672.0
7359,3900.9222,1992.0
3464,1414.1592,3696.0
1563,1898.8616,1144.0
326,994.7052,2640.0
3037,894.8352,1272.0
1140,1637.868,1824.0
5336,3089.9778,3832.0
834,5443.5808,3088.0
4135,3605.307,3048.0
4864,4029.4216,2040.0
5281,6021.4952,3904.0
3771,862.8768,1552.0
4063,1722.4246,3560.0
7280,1743.0644,1704.0
2796,171.7764,-504.0
980,3547.3824,2432.0
7947,1556.6404,3576.0
2401,370.1848,960.0
7364,3894.93,2576.0
8522,765.67,1280.0
1509,3078.6592,2896.0
2891,6114.7072,3112.0
2587,4517.453,2848.0
4976,3630.6074,3088.0
7274,1627.881,1856.0
7283,3848.324,3600.0
4662,2342.9502,1776.0
8434,4332.3606,2624.0
3284,428.7752,1824.0
7971,1267.6832,1336.0
593,587.2356,720.0
226,2956.152,2016.0
4140,534.6374,936.0
7050,3628.61,2368.0
1363,6165.9738,5064.0
4764,2756.412,3016.0
7136,2496.75,1400.0
533,3299.7048,2448.0
5332,101.2016,-256.0
4095,986.7156,2760.0
7858,188.4214,1168.0
6983,357.5346,-32.0
2385,4101.328,1616.0
5246,1245.046,1856.0
5532,2609.936,1528.0
7235,627.1836,1680.0
8245,7549.5062,4208.0
1499,2577.9776,2640.0
6707,4681.9056,3136.0
5810,1039.9796,872.0
7478,788.973,2224.0
2290,2227.101,2160.0
6569,7105.4176,3912.0
685,5954.2494,4336.0
